sku,weight (kg),length (cm),width (cm),height (cm)
ZAEL0024GB,0.425,,23.57,0.75
ZAEK0016GB,0.425,,23.57,0.75
ZADX0055GB,0.65,,26.830000000000002,1.35
ZADS0035GB,0.52,,26.869999999999997,0.7150000000000001
ZADL0032GB,0.465,,25.53,0.7150000000000001
ZADB0034SE,0.465,,25.53,0.7150000000000001
ZACH0112SE,0.615,,29.339999999999996,0.6900000000000001
ZAC30107GB,0.77,,14.8,6.4
Z72-A00C0000EM00,12.2,,,
Z6A00AA,0.0365,,6.68,1.05
Z4Y84ET,,,6.779999999999999,0.24500000000000002
Z2Z84ES,2.15,,34.5,2.5300000000000002
Z2V60ET,1.48,,33.8,1.89
1208618,0.213,,19.4,20.7
110C1F3NL0,18,,51.6,40
110C1D3NL0,24,,55.5,57.2
1102SG3NL0,25,148,54.1,57.2
10BDL5051T/00,0.8,,1.4,16.4
1080PRIVWC,0.2,1,15,9.3
101SQ503H044,4.22,21.7,18.8,19.6
0GJ14,1.44,,31.4,1.56
0F38785,0.69,,10.16,14.7
0F38459,0.69,,10.16,2.6100000000000003
0B36048,0.715,,10.16,2.6100000000000003
097S05244,17.5,,53.5,23.6
097S04910,13.3,,70.99,25.3
0834-001,1.7,,,9.2
0775B001,0.2,,,
0727C068,3.5,,42.6,14.5
06L010,0.453,,2.54,2.54
06D010,0.346,,33.86,22.830000000000002
06D000E01-1,0.308,,21.3,30.48
06C009,,,31.2,24
0575C001,0.051,,,
0515C106,5.4,,44.9,15.2
03X7609,0.96,,21,7.5
03T7118,0.009,,6.76,3
03300GS11007,1.1,74,11,
03019-001,3.2,900,,18.3
02-SSC-8988,,,43,4.5
02-SSC-7368,4.6,,43,4.5
02-SSC-6836,,,3.5,19
02-SSC-6385,,,3.5,19
02-SSC-2833,0.97,,22.5,3.5
02-SSC-1715,13.5,,43,4.5
02-SSC-0396,8.3,,43,4.5
02HM857,0.2,,,
02969-002,0.133,,,
02955-001,1.25,,,
02953-001,1.4,,13.2,13.2
02949-001,1.4,,13.2,13.2
02947-001,1.4,,13.2,13.2
02918-001,,0.24,,
02913-001,1.3,,19,5.35
02838-001,0.6,,,5.2
02812-001,0.8,0.89,,10.4
02790-001,,8,,
02783-001,0.5,,8,4.4
02766-002,1.45,,18,5.3
02764-002,1.31,,18,5.3
02750-001,,,14.040000000000001,5.35
02737-001,0.765,3.9,,
02736-001,3.35,2.8,,
02735-001,0.775,2.8,8,6.35
02733-001,0.48,2.8,8.7,23.5
02695-001,4.1,,31,20.7
02693-002,1.1,,18.2,3.6
02685-021,,,8.7,0.8
02679-001,0.375,,,7.1
02677-001,0.366,,,7.1
02676-001,0.348,,,7.1
02637-001,0.3,0.22000000000000003,10.1,5.1
02636-001,0.3,,,5.1
02627-002,0.1033,1.9,,
02511-001,0.86,850,14.9,7
02504-001,3.2,850,18.3,18.3
02476-001,0.577,2,15.6,3.9
02474-001,1.26,2,18.6,3.8
02463-001,,6.2,,
02446-002,4.8,850,,26.1
02403-002,3.5,,31,4.4
02374-001,,0.24,,
02372-001,0.791,0.29,,10.2
02371-001,0.783,,,10.2
02364-001,,0.27999999999999997,,
02361-001,,,9.5,
02340-001,1.2,28,,
02336-001,0.54,,13,15.8
02324-001,3.1,,,15
02316-002,8.7,850,31.3,33
02269-001,0.409,,7.5,11.9
02224-001,2.1,,,
02176-001,1.4,27.2,,
02113-001,0.375,855,,7.1
02100-001,0.85,0.13,,6.9
02091-001,0.78,850,16,6.3
02040-001,,7,,
01YN138,0.055,,,
01YN137,0.055,,,
01-SSC-2608,2.2,,23.6,6.1
01L010,,,31.189999999999998,3.56
01964-003,0.765,,18,5.3
01942-080Z,,250,8,
01928-001,20,4.25,,37.8
01765-001,,0.4,1.4,1.1
01721-001,3.8,,21.6,30.5
01615-001,22.3,,48.2,8.7
01580-003,5.8,,33,7.8
013R00700,3.63,,38,32.5
013R00691,0.7756000000000001,,12.190000000000001,23.619999999999997
010-02540-01,0.28,,10,10
010-02257-01,0.1417,,5.4,3.3
00YL850,,3,,
00XL060,,1,,
00XH727,0.85,,,Yes
00WE139,,3,,
008R13325,0.7479,,19.2,14
008R08101,0.68,,54.5,7.5
006R04821,0.454,,11.7,9
006R04820,0.454,,11.7,9
006R04816,0.86,,34.5,13.2
006R04793,,,18.5,10
006R04792,,,18,12.5
006R04762,,,11.5,11
006R04761,,,11,11
006R04760,,,11,11
006R04755,,,11.5,11
006R04753,1.01,,24,15.5
006R04685,0.44110000000000005,,11.7,9.05
006R04627,0.4536,,10.16,7.62
006R04625,0.4536,,10.16,7.62
006R04624,0.9072,,10.16,7.62
006R04581,0.76,,11.5,7.5
006R04580,0.76,,17,12.5
006R04517,0.6197,,11,8.5
006R04465,1.34,,16.5,16.5
006R03669,1.81,,14.99,23.880000000000003
2215-88135-001,0.3,,19,5.5
21M3002AUK,1.44,,31.3,1.8
21KH00QXUK-16GB,1.7,,35.6,1.75
21JK0057UK-16GB,1.53,,31.3,1.8
21HRS9DJ03,1.38,,31.439999999999998,1.55
21HGS7HN03,1.34,,31.77,1.7899999999999998
21HGS7HE03,1.34,,31.77,1.7899999999999998
21HGS7HC03,1.34,,31.77,1.7899999999999998
21HF0062UK,1.34,,31.77,1.7899999999999998
21FC001AUK,2.2,,36.5,2.4699999999999998
21F2006DUK,1.21,,30.169999999999998,1.64
21D9S5WG04,2.23,,36.65,2.27
21BV002VUK-16GB,1.65,,36.19,2.05
21BCS1F506,1.31,,30.5,1.7100000000000002
21AH002WUK-16GB,1.21,,31.77,1.7899999999999998
213935-101,0.13,,,
20UGS48305,,,31.189999999999998,1.69
20N2HY0,0.895,,12.5,12.5
20N2HM0,0.895,,12.5,12.5
1GS009MPG3003,0.402,,9.65,4.7
1GF025CPD4L02,2.33,25,23,15.7
1GF025CPA2L02,2.33,25,23,15.7
1F3Y3A#BHC,432,127,49.5,47.8
1AJ40AA,,1.83,,
1960GHD-2USB-R,0.1472,525,10.82,16.02
18490,,3.5,1.2,
1805442,,5.5,0.6,
1805437,,5.5,0.9,
1734523,,5.5,2.4,
172B9TL/00,7.95,,37.6,32.2
3005668,,,7,4.4
3005278,,,7.6,25.8
3004294,,,9.5,5.1
3003725,,,7,3.2
3003072,,24.1,10.16,
3002211,,,2.2,2.2
3002085,,,10.2,7
3002066,,,7.6,7.6
300142,0.94,,30.1,24.7
2Y2R6EA,1.75,,35.6,1.92
2L-7D03UHX5,8.76,45,33,24
2L-7D02UDPX5,12.6,45,33,24
2KOPTWC,,1.4,,
2988C038,9.7,210,46.8,19.3
27X0500,0.235,,15.2,3.8
2792B002,1.66,,,
272E1CA/00,6.9,,61.1,36.7
243B1JH/00,7.56,,54,32.3
23ND-CKSE-WW,0.614,,15.2,7.2
482-BBDJ,4.06,,,Yes
48130,,30,,
48098,,15,,
48084,,20,,
48038,,15,,
47895,0.015,,13.3,14.4
47894,0.015,,13.3,14.4
47892,0.015,,13.3,14.4
47891,0.015,,13.3,14.4
47688,,1,1.16,0.8300000000000001
47474,,10,,
47456,,20,,
47267,,7.5,,
47262,,1,,
47228002,37,,44.9,36
47139,,15,,
470-ACUB,,5,,
46364,,10,,
46345,,15,,
45B1U6900CH/00,17.3,,108.5,33.7
45B1U6900C/00,17.1,,108.5,33.7
4599B001,0.152,,,
45850304,64,90,56.3,70
45759,0.18,1310,3.0300000000000002,7
45757,0.18,820,3.0300000000000002,7
45536507,2.5,,53.6,11.1
45531113,,,22.5,20
45451,40000,60950,,
453154-B21,0.454,,,
450-AKVB,,1,,
450-AKQI,,2,,
450-19040,0.32,1,,
450-19038,0.32,1,,
450-19035,0.32,1,,
450-18147,,2,,
450-18146,,2,,
450-15542,,2,,
450-15538,,1,,
450-15528,,1,,
450-15526,,1,,
450-15509,,2,,
450-14949,,1,,
450-13940,0.15,1.8,4.6,9.7
450-12100,,1,,
450-11857,,2,,
450-11854,,1,,
450-11852,,1,,
450-11850,,1,,
450-11849,,1,,
450-11743,,1,,
450-11625,,2,,
450-11344,,1,,
4474C001,0.064,,,
4470C008,11.6,,39.9,32.7
444444785,59.5,1.5,71.8,96.5
444444784,52.4,1.5,71.8,80
444444080,94,,103,103.5
444442598,20,,59.5,46
444411880,1.49,,116,97.5
444411879,1.49,,116,97.5
444411877,1.49,,116,97.5
444411876,1.49,,116,97.5
444411875,1.39,,106,97.5
444411873,1.39,,106,97.5
444411872,1.39,,106,97.5
444411871,1.39,,106,97.5
444411870,1.33,,96,97.5
444411869,1.33,,96,97.5
444411868,1.33,,96,97.5
444411867,1.33,,96,97.5
444411866,1.49,,116,97.5
444411865,1.49,,116,97.5
444411864,1.49,,116,97.5
444411863,1.49,,116,97.5
444411862,1.49,,116,97.5
444411859,1.39,,106,97.5
444411858,1.39,,106,97.5
444411857,1.39,,106,97.5
444411856,1.39,,106,97.5
444411855,1.39,,106,97.5
444411854,1.33,,96,97.5
444411853,1.33,,96,97.5
444411852,1.33,,96,97.5
444411851,1.33,,96,97.5
444411850,1.33,,96,97.5
444411849,1.33,,96,97.5
444411848,0.797,,64.2,98.8
444411846,0.797,,64.2,98.8
444411845,0.797,,64.2,98.8
444411842,1.49,,116,97.5
444411841,1.49,,116,97.5
444411840,1.49,,116,97.5
444411838,1.49,,116,97.5
444411837,1.49,,116,97.5
444411836,1.49,,116,97.5
444411835,1.49,,116,97.5
444411834,1.49,,116,97.5
444411832,1.39,,106,97.5
444411830,1.39,,106,97.5
444411829,1.39,,106,97.5
444411828,1.39,,106,97.5
444411826,1.39,,106,97.5
444411824,1.33,,96,97.5
444411823,1.33,,96,97.5
444411822,1.33,,96,97.5
444411820,1.33,,96,97.5
444411819,1.33,,96,97.5
444411818,1.33,,96,97.5
444411817,1.33,,96,97.5
444411815,0.886,,64.2,97.5
444411814,0.886,,64.2,97.5
444411813,0.886,,64.2,97.5
444411812,0.886,,64.2,97.5
444411810,0.886,,64.2,97.5
444411809,0.886,,64.2,97.5
444411808,1.49,,116,97.5
444411807,1.49,,116,97.5
444411806,1.49,,116,97.5
444411805,1.49,,116,97.5
444411800,1.39,,106,97.5
444411799,1.39,,106,97.5
444411796,1.33,,96,97.5
444411795,1.33,,96,97.5
444411794,1.33,,96,97.5
444411793,1.33,,96,97.5
444411791,1.33,,96,97.5
444411683,14.2,,97.2,60.3
444411679,12.7,,67.2,60.3
444411668,12,,97,58
444411666,16.5,,127.2,60.3
444411665,15.7,,127.2,60.3
444411658,0.0162,,117,58
444411656,0.015,,97,58
444411655,0.015,,117,58
444411654,0.015,,117,58
444411653,0.015,,117,58
444411652,0.015,,117,58
444411651,0.014,,97,58
444411647,0.0157,,127.2,60.3
444411645,0.01495,,97.2,60.3
444411636,12.8,,66.4,16.6
444411635,9.8,,66.4,16.6
444411631,53.7,,69.3,80
444411630,53.7,,69.3,80
444411627,3.82,,65,67.1
444411626,38.2,,65,67.1
444411487,103,,104.5,104.5
444411403,5.96,,71.3,96.5
444410185,11.5,1.1,69,11.5
444410037,45.8,,64.8,67
44261,2.78,,18.5,15.1
441-59,0.25,,8.1,16.4
441-58,0.15,,10,16.3
441-57,0.15,,10,16.3
441-24,0.06,1,9,16.6
441-03,0.086,,9.7,17.9
44059254,0.68,,38.3,11
44059212,0.7,,38.8,11
44059210,0.68,,38.8,11
43V6C-UK,5.46,,83.9,64.3
43UH7N-E.AEK,12.8,,1.29,66
43S5400AK,5.8,,85.8,65.2
43RC650K,6.8,,107.5,64.1
43P7K-UK,6.8,,71.6,64.1
43P755K,6.64,,107.5,64.1
43N05AA#ABB,0.054200000000000005,,12.9,4.7
43N05AA,0.054200000000000005,,12.9,4.7
43C655K,6.8,,95.6,60
439Z3EA,1.38,,6.9,30.5
43979202,0.42,,26.2,7.1
43870021,1.31,,37.2,23.1
43870007,1.31,,37.2,23.1
43870006,1.31,,37.2,23.1
43870005,1.31,,37.2,23.1
43837131,0.7,,48.4,11.7
43837130,0.7,,48.4,11.7
43490003,7.5,,106,21
43429,,850,,
43410,0.9,,5,8
43408,0.6,,20,7.5
43381907,0.42,,30.2,7.2
43381708,1.31,,37.2,23.1
43381706,1.31,,37.2,23.1
43373,0.2,0.22,18.5,2.5
43372,0.4,,17.4,5.6
43337,0.032,0.13,17.4,19.4
43334,Performance,,5,20
43324424,0.537,,30.2,7.2
43324,Logistics data,,10,20
43312,0.039,,5.8,0.9
43298,0.03,0.135,19.4,1.6
43228,0.511,,15.3,7.1
43128,Performance,Yes,5000,Packaging content
42T5282,0.26,,4.3,2.9
429-4002,,0.72,14.6,
42918107,2.34,,52.8,20
42918106,2.32,,52.8,20
42918105,2.34,,52.8,20
428K6AA,0.21,,17,5.4
428H5AA,0.21,,17,5.4
42869403,0.7,,,
42805,0.06,,,
42783,0.463,12,,
42681,0.415,,21.5,5
42679,0.08,,5.2,2
42631,0.6,20,,
42-3548,,2.5,,
42342,,0.9,9,2.5
42-2709,,0.3,,
42204253-04E,,2.3,,
42127406,0.54,,30.2,7.2
421-09,0.75,,3,8
421-05,0.7,30,18,20
421-04,0.35,,8.2,17
421-03,0.4,,18,8.5
421-02,0.1,,9.5,15
421-01,0.1,,9.5,15
420-99,0.924,100,11.8,21
420-94,0.28,0.3,9.2,20
420-92,0.62,0.3,1.4,21.4
420-91,0.302,0.3,9.8,3.8
420-84,3.1,,24,23
420-82,9,,2.3,68.9
420-81,4.5,,162.5,46.3
420-80,2.2,,119.1,36.7
420-78,3.7,1,31.5,28
420-53,0.3,0.3,11,21.5
420-35,0.45,,11,21.5
4167C026,2.3,,32.2,6.6
41647,,3,,
41059,,5,,
41058,,3,,
410056,0.29,,,
40Z29AA#ABB,8.52,,61.279999999999994,39.660000000000004
40Z26AT#ABB,12,,80.83,38.81
40Z26AA#ABB,12,,80.83,38.81
40XJC,,,9.26,29
40RS550K,3.3,,80,50.6
40Q45B#687,334,127,50.6,40.8
40N9123,19.1,,33.2,51.9
40LF2F53DB,0.2,,69.7,60.8
40CLCBLBAR,0.17,15,14,7.7
40CLCBCTRL,0.81,15,28,11
40C2300,22.5,,65.3,52.1
40B90100UK,0.6355,,15,5
40B90000WW,0.137,,12,2
40B30090EU,0.85,,18.8,7.2
40B20135IT,1.25,,21,7.5
40B20135EU,1.25,,21,7.5
40B20135DK,1.25,,21,7.5
40B1U5601H/00,17.8,,94.4,41.9
40B1U5600/00,17.6,,94.4,41.9
40B10135EU,1.23,,27,8.5
40AV0135IT,1.21,,20.4,7.5
40AAPF03-BF5,2.24,,35.2,43.4
40982,4.53,,30,200
40957,12,,,
40955,6,,,
40923,,3,,
40710,2.33,,43,13.5
40709,2.33,,43,13.5
40708,2.86,,32,40
40707,2.47,,32.5,11
406L9AA,,,25.080000000000002,6.5
40692,,,8.5,57
40-4421,,1.5,,
40-4352,,2,,
40-4045,,5,,
40-4043,,3,,
402965,0.405,9.23,,
40-1042,,3,,
40-1040,,5,,
3WT91A#B19,126.5,127,85.6,155.6
3V444EA#ABU,1.34,,6.7,26
3V2X4AA#ABB,0.07,,19,2.7
3V0G9AA#ABB,0.054200000000000005,,12.9,4.7
3UP82ET,1.33,,31,1.77
3TK87AA,0.01476,,13.330000000000002,0.31
3STSC10,,10,,
3SM36B,0.37,1,9.5,3
3QA55A#B19,527.9,127,59.7,49
3PZ95A#B19,538.8,127,49.7,30.439999999999998
3PZ15A,532,127,44.3,22
3MZ76A,402.3,,39.230000000000004,21.59
3MP2AG-MONITOR-ARM,8.9,40.5,57,25
3M1A3SG-MONITOR-ARM,10,61,33,15
3LCST1.5,,1.5,,
3LCSC10,,10,,
3L1F0AA,0.84,,45.6,4.4
3J122AA#ABB,0.09,,21.5,2.8
3J122AA,0.09,,21.5,2.8
3G652F,362.5,127,43.8,21.619999999999997
3G651F#B19,362.5,127,43.8,21.619999999999997
3G651F,362.5,127,43.8,21.619999999999997
3G630F#B19,346.9,127,49.7,49
3G630F#ABY,346.9,127,49.7,49
3G629F#B19,346.9,127,49.7,49
3G629F,346.9,127,49.7,49
3EK11A#B19,113,,147.7,80
3E5F9AA,101.3,,38,27
3E5F8AA,117.8,,39,29
3E2U7AA,133.4,,25,36
3E2U6AA,120.2,,33.5,45
3E2U5UT,0.79,,32,47
3-DX-ST-ST-5-AA,,5,,
3C753A,9,,114,9.5
3BN67378AA,0.117,,4.85,11.9
3B4Q5UT#AC3,0.0782,,13.5,4.8
3B4Q5UT,0.0782,,13.5,4.8
3B4Q2AA#ABB,0.0785,,8.5,12.1
39Y7937,,10,,
39383,0.74,,18,7.5
39-3642,,305,,
39-3629,,305,,
39-3427A,,500,,
39-3426A,,500,,
39-3424,,500,,
39-3422A,,500,,
39-3421A,,500,,
39-3420A,,500,,
39-3419A,,500,,
39-3418A,,500,,
39-3409,,500,,
39314,1.61,,30,11.5
39313,0.98,,29.2,5.5
39-3115,,305,,
39-3100,,305,,
38S0913,25.1,,58.4,65.9
38S0510,17.2,,47,42.2
38S0313,15.3,,47,37.6
38535,0.51,,24,13
38534,0.458,,20,11.5
38533,,100,,
38532,,0.6,2.95,20
38530,,1,2.95,1.5
38528,,15,,
38527,,10,,
38480,,10,,
38431,0.131,,17.4,2
38421,0.05,,13.3,6
38398,0.73,,22,7
38395,0.95,,25.5,7.7
38392,0.9,850,18,
38385,1.26,,29.2,5.5
38384,0.2,,9.8,4.6
38365,1.3,,24.5,7.5
38364,0.96,,25.5,7.7
38359,4.06,,51,9.5
38339,0.088,,12.7,1.7
38334,4.06,,51,9.5
38296,0.114,,,
381V1A#B19,12.6,152,49.7,40.9
381L0A#B19,9.8,152,43.2,38.8
37980,2.7,,,
37979,1.5,,28.5,6.1
37974,2.1,,53,5
37972,1.4,,67.2,3.5
37970,0.7,,22.3,2.5
37900598,33.2,,64,88
37900594,59,,57.3,184
37001605,28,,57.5,89
37001594,0.75,,58.3,89
37001592,0.75,,58.3,89
36913,,2,,
36901017,8.85,,65,54
36900984,10.5,1.5,95,54
36900938,14.5,,64,54
367-6199-4,1.36,,52.07000000000001,7.62
367-5938-4,1.93,,50.5,7
367-5935,0.513,,15.2,13
367-5922,0.13607,,9.52,6.35
367-5876,0.09,,9.52,6.35
367-5763,0.099,,8.89,6.029999999999999
36629,,5,,
36495,,0.5,,
36291,,1,,
361438,0.13,1.5,7.5,3.5
3531B001,0.1,,11.5,10
34WR55QK-B.AEK,10.3,,81.03,35.81
34WR50QK-B.AEK,8.4,,80.9,35.89
34M2C6500/00,10.6,,81.3,36.7
34M2C3500L/00,9.47,,80.8,36.9
34E6UC,9.05,,79.7,53.5
34E1C5600HE/00,7.16,,80.8,38.1
34C29-PRIVACY-SCREEN,0.7,49,90.5,14
34B1U5600CH/00,15.4,,80.7,36.7
34901620,31.8,,63,88
34901618,57,,58,183.2
34901599,67.8,,57.3,184
34901598,67.8,,57.3,184
34901582,63.5,,57.3,184
34901284,55.1,,65.5,87
34901283,53.6,,65.5,87
34901204,20.9,,17.5,89
346P1CRH/00,15.5,,80.7,36.7
346E2LAE/00,10.7,,81.7,36.5
3430110,,300,11,
34005696,1,,96.8,183
34005677,57,1.8,58,182
34005675,57,1.8,58,182
34005674,57,1.8,58,182
34005673,57,1.8,58,182
34005554,29,,57,88.5
34005553,29,,57,88.5
3380C153,0.485,1,13.25,8
33802049,7.64,,63.4,12.7
33703586,29,,62,64.6
3345110,,450,11,
330-4113,,2,,
330-1828,0.345,1.8,7.109999999999999,1.52
330-1827,0.35,2,7.109999999999999,1.52
330-1825,0.345,0.914,,
32WF2F53DB,4.2,,79.5,53
32UQ850V-W.AEU,10.8,,71.45,42.03
32M2N8900/00,13.7,,71.7,41.9
32M2N6800M/00,12.2,,71.5,42.6
32M2C5501/00,7.72,,61.1,37
32M2C5500W/00,11.1,,70,42.6
32M2C3500L/00,9.03,,70.9,46.2
32GS95UV-B.AEK,13.9,,71.41,41.18
32GS85Q-B.AEK,10.3,,71.39,42.82
32GS60QC-B.AEKQ,7.7,1.8,69.99,42.12
32E1N1800LA/00,9.68,,71.4,41.9
32B1U3900/00,16.2,,71.4,42.2
32B1N3800/00,16,,71.4,42.2
329P1H/00,15.5,,71.4,42.2
32901622,37,,64,89.6
32901593,37,,64,89.6
32901510,41,,51,88.2
326P1H/00,15.5,,71.4,42.2
32686,0.15,,,
325B1L/00,13.6,,73,43.3
325-27,0.15,1.8,14,16
32-3765MB,,5,,
32-3765,,5,,
32-3731,,15,,
32-3629MRB,,0.5,,
5S4C0AA#ABB,0.008,,6.959999999999999,0.12
5Q7R2EA#ABU,,,6.9,30.5
5PX2200IRTNG2,28.2,,43.8,8.55
5PNND,1.9,,35.85,1.9
5P850IRG2BS,14,,43.8,4.32
5P850IRG2,13.7,,43.8,4.32
5P650IRG2,8.6,,43.8,4.32
5HX14A#BHC,84433100,127,48,Packaging content
5HH64F#B19,513,127,59.7,49.2
5E8Q7EA#ABU,14.3,,31.4,56.3
5E8M7EA#ABU,27.9,,33.2,63.6
5D11C19488,0.055,,,
5D10Y68492,0.055,,,
5D10Y68490,0.055,,,
5D10W46489,0.055,,,
5D10V82362,0.055,,,
5D10V82359,0.055,,,
5D10V82351,0.055,,,
5D10V82350,0.055,,,
5B10W51815,0.235,,,
5951C026,16.3,128,42,37.5
5901-261,0.284,,15,3
5900-181,3.5,,22.2,36.1
5816C003,33,,96.8,39.5
5779C008,9.5,127,39.9,25.1
5776C005,1.1,13.3,25,25
570-AAIS+580-ADGV,0.503,1.8,,
5693C001,5,,42,15.6
5654C004,0.826,24,28.4,12.6
55WK2-3YR,1.23,,30.57,1.84
55VSH7J,23.6,,135.3,85.5
55UL3J-M,18.8,,1.84,81
55UH7N-E.AEK,20.5,,1.29,80.1
55RC650K,11.1,,139.2,86.3
55QNED80T6A.AEK,14.9,,107.4,81
55PF650K,5.5,,105,82.5
55BDL4511D/00,16.6,,1.39,71.26
55B2H0E,1.18,,17,16
55B2000,0.97,,17,16
5578-230-309,4.1,14.8,38.2,27.2
5506-191,,5,,
55037963,0.047,,2.18,2.91
55037552,0.034,,2.13,3.1399999999999997
55037550,0.034,,2.13,3.1399999999999997
55037507,0.07712999999999999,,10,10
55037247,0.0455,,2.2,2.5300000000000002
55036654,0.13321,,10,4
55036653,0.13,,10,4
55031156,0.112,,5,5.6
55020DRK,0.55,,14,6.5
55020DJF,0.04,13,3.8,
55020DAC,0.382,,12,12
55020CEH,,26.8,3.63,
55020BYE,0.022,21,22.1,15
55020BYA,0.022,19,22,14.7
55020BGS,0.048,12,12,6.5
55020AGG,0.505,,14,6.5
54G0H00,0.7,,7.6,8.6
542TT,,,3.6,18.2
53X27AA,0.107,1.5,7.2,5.32
53DKX,,,9.26,29
53823,2.8,1,32,36
53822,3.62,1,40,20
53815,2.8,1,32,36
53811,3.62,1,40,20
53810,2.8,1,32,36
53803,2.8,1,32,36
53801,2.8,1,32,36
53683,0.193,,10,15.5
5331190,,,60,220
5331113,1500,,60,220
5330190,,,60,200
5330133,1500,,60,200
5330123,1500,,60,200
5330113,1500,,60,200
5329190,1500,,60,200
5329131,815,,60,200
5329121,815,,60,200
5329111,815,,60,200
5328123,1500,,60,180
5327190,,,60,180
5326190,,,60,120
5326131,815,,60,120
5326121,815,,60,120
5325190,,,60,80
5325121,815,,60,80
5316816,1835,,80,220
5316116,1835,,80,220
5315818,1835,,60,220
5315118,1500,,60,220
5314816,1835,,80,220
5314126,1500,,80,220
5314116,1500,,80,220
5313813,1835,,60,220
5313113,1500,,60,220
5312124,815,,80,220
5312114,815,,80,220
5311826,1835,,80,200
5311816,1835,,80,200
5311126,1500,,80,200
5311116,101,,80,200
5310818,1835,,60,200
5310128,1500,,60,200
5310118,1500,,60,200
5309826,1835,,80,200
5309816,1835,,80,200
5309190,,,80,200
5309166,155,,80,200
5309156,,,80,200
5309136,1500,,80,200
5309126,1500,,80,200
5309116,95,,80,200
5308823,1835,,60,200
5308813,1835,,60,200
5308190,,,60,200
5308123,1500,,60,200
5308113,1500,,60,200
5307190,,,80,200
5307157,357,,80,200
5307154,815,,80,200
5307134,815,,80,200
5307124,,,80,200
5307114,1500,,80,200
5306190,,,80,200
5306122,408,,80,200
5305124,815,,80,180
5304126,1500,,80,120
5304116,732,,80,120
5303154,815,,80,120
5303134,815,,80,120
5303124,815,,80,120
5303114,815,,80,120
52-2005,,,35,
52-1999,,,30,
52-1980,,,48.25,4.45
520-AANY,0.454,0.3,40.6,3.9
520-36,,,71.2,2.3
51F2H0E,0.9,,45,18.2
5158C004,22.6,,45.1,36
5158C001,22.6,,45.1,36
513,0.13,22,22,
5110B003,0.083,,,
51060HQA,0.33,,21.9,13.8
5101-119,0.018,1.2,2.85,16.3
50V6C-UK,7.28,,96.1,76.8
50UV2F53DBU,9.4,,76.7,74.2
50UM662H4LC.AEK,12.1,1.55,121.5,77.5
50QNED87T6B.AEK,13,,50,81
50QF5D53DB,11,,21.9,78
50Q7C-UK,11,1.5,31.4,77.5
50PF650K,7.3,,96.1,76.8
50P7K-UK,8.98,,85.7,76
50P755K,8.72,,126.5,76.2
50M7053,32.3,,63.6,60
50M0073,23.9,,59.5,40.2
50M0033,23.9,,59.5,40.2
50H98AA#ABB,0.179,0.3,23.5,4.5
50G0853,6.83,,49.8,48.1
50G0220,29.9,,55,56.5
50C6KS-UK,8.7,1.5,85.2,77.5
50C655K,8.98,,111.1,70.9
508EE1W,40,,50,90
5074C008,5.8,152.4,43.5,18.9
FPWTLTBAT,4.8,100.7,25.6,22
F-POE-G2,0.288,,19.64,3.2399999999999998
FPCPR401BP,0.44,,23.9,2.6
FO-SCSCOM3D-005,0.042,5,,
FO-SCSCOM2D-007,0.054,7,,
FO-SCSCOM1D-010,0.075,10,,
FO-SCSCOM1D-007,0.054,7,,
FONE540,2,,18.1,4.95
FO32U2P EK,13.2,,71.83,41.75
FNP4686W,1.52,,66.1,192.3
FMP100UEC301,,,9.67,2.75
FKR29653C,57.5,1.55,58,182.5
FKR29653B,57.5,1.55,58,182.5
FK1984/1,49,1.55,53.5,159
FIDCN9B5L,2.2,1.1,62,66.5
FIDCN935L,2.2,1.1,62,66.5
FIBERLERT-125,0.059,850,1.6,2.5
FI32U-EK,7.7,,71.58,42.38
FHD-100,0.514,,15.419999999999998,3.78
FH-106737.2,6.9,,13.4,26.5
FFP4671W,1.36,,66.5,179.4
FFL023MW0B,14,1.3,44.2,26
FFL023MS2B,14,1.3,44.2,26
FFL020MS2B,14,1.3,44.2,26
FFG4545W,0.637,,58,153
FFB76727PM,,16,59.8,85
FFB75727PW,,16,59.8,85
FFB64627ZW,,15,59.8,85
FF.R2DWW.002,4.86,,62.86,38.75
FF.G2UTA.003,0.35,,5.7,18.9
FF.G2UTA.002,0.35,,5.7,18.9
FF.G2UTA.001,0.35,,5.7,18.9
FF.G2KTA.002,,,7.9,10.8
FF.G2DTA.001,0.245,,13.8,1.7100000000000002
FF.G1QTA.001,0.245,,13.8,1.7100000000000002
FDR2213DB,46,1.55,58,150.5
FDR2213C,46,1.55,58,150.5
FDR2213B,46,1.55,58,150.5
FD64GESTEEL31G-EF,,,1.7600000000000002,0.72
FD512ATT431KK-EF,,,5.38,0.95
FD32GATT4-EF,,,5.38,0.95
FD1TBATT431KK-EF,,,1.95,0.95
FD128ESTEEL31G-EF,,,1.7600000000000002,0.72
FAN-HYTE-Q60-BW,2.31,40,28.8,12
FAN-9CM-T01,,,9.2,2.5
FAN-0183L4,,,3.8,8
FAN-0181L4,,,8,8
FAN-0166L4,,,8,3.8
FAN-0164L4,,,8,3.8
FAN-0162L4,,,3.8,8
FAN-0161L4,,,8,8
FAN-0158L4,,,8,3.8
FAN-0136L4,,,8,3.8
FAN-0127L4,,,8,3.8
FAN-0118L4,,,8,3.8
FAN-0117L4,,,4,5.6
FAN-0116L4,,,8,3.8
FAN-0101L4,,,,5.6
FAN-0085L,,,4,5.6
